step temp pot_eng kin_eng tot_eng press v_n1_in v_n2_in c_sumcoor12
240000 0.991107914821806 -0.211565315515886 1.4852967098156 1.27373139429971 0.0160718267121561 210 64 0.0446985446985447
241000 1.00803663111092 -0.225644461509596 1.51066646645823 1.28502200494864 0.0155073080058634 217 65 0.0488565488565489
242000 1.01333914604515 -0.228092657617634 1.51861293512001 1.29052027750238 0.0152938897975351 217 65 0.0436590436590437
243000 1.01930634630789 -0.221420237600177 1.52755551623001 1.30613527862983 0.0166771768671196 214 65 0.0509355509355509
244000 0.960880077666989 -0.213235249759704 1.43999659022271 1.226761340463 0.0153400847160832 220 64 0.0457380457380457
245000 0.996498648502178 -0.218854845473377 1.49337538508315 1.27452053960978 0.0152955548322711 223 63 0.0395010395010395
246000 1.01937874785745 -0.221105954693457 1.52766401882769 1.30655806413423 0.0159886940409468 210 65 0.0498960498960499
247000 1.0369508838708 -0.240604402587716 1.55399801880362 1.31339361621591 0.0154959839365941 211 66 0.0488565488565489
248000 0.994569801874365 -0.231284107796895 1.49048477195497 1.25920066415808 0.0155266100168343 214 66 0.0498960498960499
249000 1.00202054084019 -0.24144228059598 1.50165061767786 1.26020833708188 0.0155447194588842 223 67 0.0426195426195426
250000 0.991684496532679 -0.225573980986307 1.48616078819222 1.26058680720592 0.0156186420797254 217 66 0.0478170478170478
251000 0.978840651171031 -0.235021044994312 1.46691271139681 1.23189166640249 0.0156017544047198 216 67 0.0498960498960499
252000 0.976040186479116 -0.238828274992798 1.46271587174832 1.22388759675552 0.0145754925620026 216 66 0.0436590436590437
253000 1.02782031125014 -0.239916775238343 1.54031473641895 1.3003979611806 0.0148423902579814 210 64 0.051975051975052
254000 0.961529618823842 -0.232832739749617 1.4409700072732 1.20813726752358 0.014782150611475 212 65 0.0478170478170478
255000 1.00401953349051 -0.235744571282457 1.50464635321994 1.26890178193748 0.015518216283322 215 64 0.0384615384615385
256000 1.01039633534083 -0.227723541733138 1.5142027725218 1.28647923078866 0.0153724022948518 204 64 0.0467775467775468
257000 1.00436603417239 -0.229278379821417 1.5051656269691 1.27588724714768 0.0146651850977619 204 64 0.0363825363825364
258000 0.963116582297816 -0.24956823426798 1.44334826658406 1.19378003231607 0.0146470180209229 210 64 0.0374220374220374
259000 1.00314547861181 -0.238885079726143 1.50333647483423 1.26445139510809 0.0152530757035347 209 62 0.0478170478170478
260000 1.0320038511061 -0.216113698649159 1.54658428375129 1.33047058510213 0.0167148515305171 210 63 0.0457380457380457
261000 1.02222537666109 -0.223249893456546 1.53193004105685 1.3086801476003 0.0154260083095801 206 65 0.0384615384615385
262000 0.987687161557049 -0.230803054414012 1.48017029169982 1.24936723728581 0.0146639032736076 212 64 0.0498960498960499
263000 1.00637341253456 -0.217184457554115 1.50817392952838 1.29098947197426 0.0164857106577213 214 64 0.0561330561330561
264000 1.0066759072828 -0.227396437774071 1.5086272549913 1.28123081721723 0.0147419584022186 208 65 0.0446985446985447
265000 0.99581360018714 -0.234743638225241 1.49234875620332 1.25760511797808 0.0153735805711783 205 65 0.0478170478170478
266000 0.988744225235362 -0.228097211368255 1.48175443120671 1.25365721983846 0.0156081680373713 208 65 0.0457380457380457
267000 1.00161238558571 -0.214542561012419 1.50103894699346 1.28649638598104 0.0166401298975289 216 63 0.0436590436590437
268000 1.01702951379319 -0.221129838082711 1.52414340359089 1.30301356550818 0.0163859871250365 208 63 0.0457380457380457
269000 1.01998134979773 -0.247066539223346 1.52856709170789 1.28150055248454 0.0155767960478195 216 65 0.0478170478170478
270000 0.974350983078621 -0.223123172972345 1.46018439337402 1.23706122040168 0.0150511162115221 209 63 0.0384615384615385
271000 0.983250959487702 -0.22074752807806 1.47352209906697 1.25277457098891 0.0152824042255782 207 63 0.0446985446985447
272000 0.98596004423194 -0.222805554999319 1.47758199466164 1.25477643966232 0.0147183474244383 206 63 0.0426195426195426
273000 1.043415933484 -0.222107960193875 1.56368668819641 1.34157872800254 0.0157094417447323 201 64 0.0467775467775468
274000 1.03626259844952 -0.209923928057985 1.55296653872325 1.34304261066526 0.0168737901073526 210 64 0.0467775467775468
275000 1.00789775612362 -0.207513409753457 1.51045834526514 1.30294493551169 0.0168255488827534 204 61 0.0384615384615385
276000 0.985974691307234 -0.220648562871086 1.47760394509955 1.25695538222846 0.0161520145554192 206 65 0.0374220374220374
277000 1.01780589516847 -0.230756439749311 1.52530690625798 1.29455046650867 0.0152702318720368 199 65 0.0426195426195426
278000 0.984618415673737 -0.228161844447212 1.47557139979756 1.24740955535035 0.0162221847876165 206 65 0.053014553014553
279000 1.00327404104066 -0.229872431740518 1.50352914139427 1.27365670965375 0.0155378568549183 213 62 0.0488565488565489
280000 1.01674222277219 -0.230080575447036 1.52371286277706 1.29363228733002 0.0160381127210407 213 63 0.0467775467775468
281000 0.976765746463362 -0.237186829791551 1.46380321233077 1.22661638253922 0.0153990822551518 211 64 0.0498960498960499
282000 0.978393657500963 -0.233905749848264 1.46624283658547 1.2323370867372 0.0151610892714076 212 62 0.0446985446985447
283000 1.01197900181427 -0.227842757380181 1.51657459225058 1.2887318348704 0.0160833482714364 211 61 0.0457380457380457
284000 1.0123531910455 -0.217827993388322 1.51713536068527 1.29930736729695 0.0157608878777367 205 63 0.051975051975052
285000 0.994804470058203 -0.248778813504446 1.49083645099632 1.24205763749187 0.014161002299084 204 63 0.0488565488565489
286000 1.02744125134224 -0.252353015599781 1.53974666867818 1.2873936530784 0.0159916232290657 208 63 0.0540540540540541
287000 0.983374151154749 -0.234831114756886 1.47370671688205 1.23887560212516 0.0161583958603093 206 62 0.0550935550935551
288000 0.99772505501179 -0.247118256639426 1.49521330558241 1.24809504894298 0.0146802182225837 209 62 0.0405405405405405
289000 0.972175755008266 -0.215014204142976 1.4569245474504 1.24191034330743 0.0149888232319085 207 62 0.0395010395010395
290000 1.03375556390374 -0.231209083760064 1.5492094401202 1.31800035636014 0.0164471517932065 208 61 0.0405405405405405
291000 1.00574691850396 -0.230382366100126 1.50723505142192 1.27685268532179 0.015718784779562 212 60 0.0488565488565489
292000 0.962012917717937 -0.214439962937438 1.44169428991338 1.22725432697594 0.0151179162847145 209 62 0.0467775467775468
293000 0.964209296888935 -0.211707344467969 1.44498583335422 1.23327848888625 0.0155482686692024 216 61 0.0395010395010395
294000 0.982865524333308 -0.214844656401599 1.47294447723779 1.2580998208362 0.014845972613894 211 61 0.0405405405405405
295000 0.988375541278813 -0.220438876254944 1.48120191310103 1.26076303684609 0.0160297302459928 208 60 0.0446985446985447
296000 0.986677793655575 -0.225100399112663 1.47865763016152 1.25355723104886 0.0142714149206792 213 62 0.0457380457380457
297000 1.01743026553649 -0.214162613667037 1.5247439792062 1.31058136553917 0.01567116384418 208 63 0.0415800415800416
298000 0.994996610311318 -0.222603337923625 1.49112439671999 1.26852105879637 0.0156044842460785 210 62 0.053014553014553
299000 0.96496865298415 -0.216037167413924 1.44612382155201 1.23008665413808 0.0144257153006 207 61 0.0343035343035343
300000 1.02492204584083 -0.23076415788095 1.53597133040609 1.30520717252514 0.0159211366694405 207 61 0.0436590436590437
